app_id;is_free_control;price_clean
34800;0;4.99
34810;0;2.99
34820;0;4.99
34830;0;7.99
34870;0;9.99
34900;0;0.59
34920;0;7.79
35000;0;1.49
35030;0;6.99
35070;0;0.95
35130;0;1.49
35140;0;19.99
35300;0;9.99
35310;0;7.99
35320;0;11.99
35450;0;19.99
35460;0;8.19
35480;0;1.63
35600;0;4.99
35700;0;3.29
35720;0;4.39
36000;0;3.29
36130;0;3.29
36150;0;3.29
36900;0;9.99
36910;0;9.99
37000;0;9.99
37210;0;8.99
37220;0;8.99
37230;0;8.99
37240;0;8.99
37260;0;8.99
37270;0;8.99
37280;0;8.99
37290;0;8.99
37300;0;8.99
37310;0;5.99
37320;0;5.99
37330;0;5.99
37340;0;5.99
37360;0;5.99
37370;0;5.99
37380;0;5.99
37390;0;5.99
37400;0;3.99
37500;0;1.99
37600;0;2.99
37800;0;8.99
37960;0;19.99
38000;0;9.99
38070;0;9.99
38080;0;9.99
38090;0;9.99
38100;0;9.99
38110;0;9.99
38120;0;4.99
38130;0;4.99
38140;0;4.99
38150;0;9.99
38160;0;9.99
38170;0;9.99
38180;0;9.99
38190;0;9.99
38210;0;3.99
38230;0;1.99
38400;0;9.99
38410;0;9.99
38420;0;9.99
38430;0;9.99
38440;0;9.99
38450;0;9.99
38460;0;9.99
38480;0;9.99
38490;0;19.99
38600;0;12.49
38700;0;4.99
38720;0;4.99
38740;0;6.89
39110;0;4.99
39140;0;4.99
39150;0;12.99
39190;0;12.99
39200;0;12.99
39210;0;9.99
39391;0;18.99
39500;0;9.99
39510;0;9.99
39520;0;9.99
39530;0;1.99
39540;0;9.99
39550;0;14.99
39560;0;1.99
39630;0;4.99
39640;0;4.99
39650;0;9.99
39660;0;9.99
39670;0;4.99
39680;0;9.99
39690;0;19.99
39800;0;2.79
39900;0;3.99
40100;0;3.24
40200;0;8.99
40210;0;8.99
40300;0;14.99
40320;0;4.99
40330;0;0.99
40340;0;0.99
40350;0;9.99
40380;0;4.99
40390;0;9.99
40400;0;9.75
40420;0;4.99
40500;0;2.99
40700;0;2.99
40720;0;4.99
40800;0;13.99
40930;0;3.99
40950;0;3.99
40960;0;14.99
40970;0;14.99
40980;0;14.99
40990;0;14.99
41000;0;14.99
41014;0;19.99
41050;0;5.89
41060;0;5.89
41070;0;28.99
41400;0;2.99
41500;0;2.99
41600;0;19.99
41660;0;9.99
41680;0;9.99
41700;0;19.99
41730;0;9.99
41740;0;9.99
41800;0;14.79
41900;0;16.79
42000;0;4.49
42120;0;9.99
42140;0;9.99
42147;0;0.99
42170;0;14.99
42200;0;5.69
42210;0;5.69
42220;0;5.69
42230;0;5.69
42500;0;0.99
42670;0;19.99
42680;0;39.99
42700;0;39.99
42810;0;9.99
42850;0;9.99
42890;0;9.99
42900;0;2.49
42910;0;9.99
42920;0;9.99
42930;0;1.99
42940;0;1.99
42950;0;1.99
42960;0;19.99
42980;0;9.99
42990;0;19.99
43000;0;9.99
43100;0;9.99
43190;0;8.99
43500;0;9.99
43600;0;5.69
44100;0;4.99
44340;0;4.99
44350;0;4.99
44600;0;6.89
44680;0;9.95
44690;0;7.79
45000;0;9.99
45100;0;4.99
45200;0;3.99
45300;0;9.75
45400;0;0.99
45410;0;9.99
45420;0;9.99
45450;0;1.99
45720;0;1.99
45740;0;18.99
45750;0;18.99
45760;0;27.99
45770;0;27.99
46000;0;9.75
46200;0;2.99
46250;0;6.99
46260;0;4.99
46270;0;3.99
46280;0;3.99
46290;0;3.99
46340;0;4.99
46350;0;3.99
46360;0;4.99
46370;0;4.99
46380;0;3.99
46400;0;0.69
46410;0;4.99
46440;0;0.69
46450;0;0.99
46460;0;0.99
46480;0;7.99
46490;0;7.99
46500;0;12.99
46510;0;12.99
46520;0;4.99
46540;0;0.69
46550;0;7.99
46560;0;7.99
46570;0;0.99
46600;0;1.59
46700;0;7.99
46710;0;7.99
46720;0;8.79
46730;0;8.79
46740;0;3.99
46750;0;12.79
46760;0;7.99
46770;0;14.79
46790;0;14.79
46830;0;7.99
46840;0;7.99
46850;0;9.75
47000;0;9.75
47110;0;9.99
47120;0;9.99
47130;0;9.99
47400;0;27.99
47500;0;27.99
47520;0;27.99
47540;0;27.99
47570;0;27.99
47700;0;27.99
47780;0;27.99
47790;0;19.99
47810;0;19.99
47870;0;19.99
47880;0;19.99
47890;0;19.99
47920;0;19.99
48000;0;9.99
48110;0;9.99
48150;0;9.99
48190;0;14.99
48220;0;9.99
48240;0;19.99
48700;0;19.99
48720;0;9.99
48800;0;4.99
48950;0;9.99
49000;0;5.99
49300;0;9.99
49320;0;4.99
49330;0;9.99
49520;0;29.99
49600;0;9.75
49800;0;4.99
49810;0;4.99
49900;0;4.99
50000;0;9.99
50130;0;9.99
50510;0;7.99
50620;0;7.99
50910;0;6.99
50920;0;9.99
50930;0;9.99
50940;0;9.99
50960;0;9.99
50970;0;6.99
50980;0;6.99
50990;0;9.99
51000;0;9.99
51010;0;9.99
51020;0;6.99
51030;0;9.99
51060;0;9.99
55000;0;9.99
55020;0;9.99
55040;0;9.99
55100;0;19.99
55110;0;3.99
55140;0;19.99
55150;0;19.99
55230;0;9.99
56400;0;9.99
56438;0;9.99
57000;0;2.99
57200;0;9.75
57300;0;19.5
57400;0;19.5
57620;0;14.99
57640;0;4.99
57650;0;9.99
57680;0;9.99
57690;0;14.99
57700;0;5.99
57740;0;5.99
57800;0;4.99
57900;0;19.99
58200;0;9.99
58230;0;9.99
58400;0;3.99
58520;0;9.99
58550;0;9.99
58560;0;0.74
58570;0;0.74
58610;0;9.99
60340;0;8.99
60350;0;9.99
60700;0;9.99
60800;0;7.79
61100;0;4.99
61310;0;6.99
61500;0;5.99
61510;0;8.99
61520;0;8.99
61600;0;4.99
61730;0;4.99
62000;0;3.99
62100;0;3.99
63000;0;3.99
63110;0;8.19
63200;0;4.49
63380;0;4.49
63500;0;2.24
63610;0;5.89
63620;0;5.89
63630;0;5.89
63640;0;5.89
63650;0;9.75
63660;0;5.89
63700;0;7.99
63710;0;7.99
63800;0;4.49
63900;0;4.99
63910;0;14.99
63940;0;7.99
63950;0;7.99
63960;0;6.99
64000;0;9.99
65070;0;2.99
65080;0;14.79
65200;0;7.99
65270;0;9.99
65300;0;9.75
65400;0;9.99
65500;0;4.99
65530;0;14.99
65540;0;9.99
65560;0;0.99
65600;0;9.99
65610;0;14.99
65730;0;14.99
65740;0;24.99
65780;0;7.99
65790;0;4.99
65800;0;14.79
65930;0;19.99
65980;0;39.99
67000;0;5.49
67370;0;5.49
70000;0;9.99
70100;0;0.99
70110;0;0.99
70120;0;0.99
70300;0;4.99
70400;0;14.99
70420;0;7.99
70500;0;0.99
70600;0;12.99
70620;0;9.99
70640;0;5.99
70650;0;7.99
70660;0;7.99
70900;0;6.59
71000;0;14.79
71110;0;0.99
71111;0;0.99
71112;0;0.99
71114;0;0.99
71115;0;0.99
71116;0;0.99
71117;0;0.99
71118;0;0.99
71119;0;0.99
71120;0;0.99
71160;0;0.99
71161;0;0.99
71164;0;0.99
71165;0;0.99
71166;0;0.99
71167;0;0.99
71168;0;0.99
71230;0;7.99
71240;0;7.99
71250;0;7.99
71260;0;7.99
71390;0;7.99
72000;0;7.99
72400;0;1.59
72850;0;14.99
73010;0;19.99
73020;0;19.99
73060;0;19.99
73170;0;9.99
73190;0;19.5
73210;0;9.99
78000;0;4.99
80000;0;13.99
80200;0;9.99
80300;0;9.99
80310;0;7.99
80330;0;4.49
80340;0;4.49
80350;0;4.49
80360;0;8.99
90200;0;6.59
90400;0;3.49
90500;0;3.49
91100;0;9.99
91200;0;9.99
91330;0;14.99
91600;0;9.75
91700;0;9.75
91800;0;4.99
91810;0;8.99
91900;0;9.99
92000;0;4.99
92100;0;0.99
92200;0;0.99
92210;0;0.99
92220;0;0.99
92300;0;4.99
92400;0;2.99
92600;0;9.99
92700;0;9.99
92800;0;9.75
92900;0;2.99
93200;0;16.79
94000;0;3.29
94200;0;8.19
94300;0;3.99
94400;0;9.99
94500;0;9.99
94510;0;9.99
94520;0;9.99
94530;0;9.99
94590;0;4.59
94600;0;4.59
94610;0;4.59
94620;0;12.49
95300;0;9.75
95400;0;1.99
95900;0;5.99
96000;0;4.99
96100;0;0.55
96200;0;13.99
96800;0;9.99
96900;0;4.99
97000;0;8.99
97110;0;9.99
97120;0;9.99
97130;0;9.99
98100;0;2.39
98200;0;22.99
98300;0;8.99
98400;0;14.99
98500;0;0.99
98600;0;5.99
98800;0;7.79
98900;0;4.99
99100;0;14.99
99120;0;9.99
99300;0;12.99
99400;0;4.99
99410;0;4.99
99700;0;9.99
100400;0;49.99
102200;0;49.99
102400;0;8.99
102500;0;8.99
102600;0;2.45
102810;0;9.99
102840;0;9.99
102850;0;9.99
104000;0;5.89
104020;0;3.99
104100;0;3.29
104600;0;1.59
104900;0;0.99
105000;0;9.99
105100;0;5.89
105300;0;1.99
105420;0;9.99
105600;0;9.99
105700;0;0.99
105800;0;9.99
107100;0;14.79
107200;0;9.99
107300;0;2.99
107310;0;2.99
107410;0;27.99
108110;0;13.99
108500;0;4.99
108600;0;19.5
108700;0;9.99
108710;0;9.99
108800;0;29.99
109200;0;9.99
109500;0;4.99
109700;0;19.99
110400;0;9.99
110600;0;4.99
110610;0;4.99
110630;0;4.99
110800;0;19.99
111000;0;6.99
111010;0;9.99
111100;0;4.99
111300;0;7.99
111400;0;4.99
111600;0;9.75
111800;0;4.99
111900;0;4.99
112100;0;9.99
113020;0;14.99
113200;0;4.99
115100;0;9.99
115110;0;8.19
115120;0;14.99
115200;0;4.99
115210;0;4.99
115220;0;4.99
115320;0;29.99
115800;0;19.5
116100;0;9.99
116120;0;4.99
200010;0;0.98
200020;0;0.99
200080;0;5.69
200130;0;4.99
200150;0;27.99
200170;0;27.99
200190;0;9.99
200230;0;4.99
200260;0;19.99
200370;0;9.99
200410;0;7.99
200490;0;9.99
200510;0;19.99
200550;0;9.99
200670;0;9.99
200710;0;3.79
200900;0;14.99
200910;0;3.99
200960;0;19.5
200980;0;19.5
200990;0;19.5
201000;0;19.5
201010;0;19.5
201271;0;29.99
201290;0;9.75
201420;0;14.79
201480;0;4.99
201490;0;9.99
201510;0;1.99
201570;0;4.99
201790;0;3.74
201810;0;19.99
201830;0;19.99
201870;0;14.99
202070;0;14.99
202130;0;19.99
202170;0;19.99
202200;0;19.5
202310;0;9.99
202370;0;0.97
202410;0;4.99
202530;0;9.99
202670;0;5.69
202690;0;14.99
202710;0;14.99
202730;0;9.99
202750;0;7.39
202860;0;4.99
202970;0;4.99
203140;0;4.99
203160;0;4.99
203210;0;10.79
203350;0;9.99
203510;0;14.99
203560;0;4.99
203630;0;4.99
203650;0;9.99
203750;0;14.99
203830;0;19.99
203990;0;5.89
204030;0;8.99
204060;0;5.99
204100;0;5.99
204120;0;19.99
204180;0;0.99
204220;0;8.19
204240;0;9.99
204340;0;9.75
204360;0;9.75
204390;0;9.99
204440;0;9.99
204450;0;9.99
204530;0;3.12
204560;0;9.99
204580;0;0.74
204630;0;14.99
204860;0;7.99
204880;0;19.5
204940;0;9.99
205020;0;10.79
205060;0;9.99
205070;0;7.99
205080;0;9.99
205100;0;9.99
205230;0;12.99
205250;0;12.99
205270;0;12.99
205530;0;9.75
205550;0;3.99
205610;0;14.99
205650;0;19.99
205690;0;3.99
205730;0;13.99
205810;0;14.99
205830;0;9.99
205840;0;0.74
205870;0;6.99
205910;0;11.99
205950;0;7.99
205990;0;19.99
206020;0;3.53
206040;0;3.53
206060;0;3.53
206190;0;7.0
206230;0;1.99
206250;0;9.99
206370;0;9.75
206410;0;9.99
206420;0;19.99
206440;0;9.75
206610;0;9.75
206690;0;5.89
206760;0;1.99
207000;0;9.75
207020;0;9.99
207040;0;9.99
207080;0;9.99
207140;0;14.79
207170;0;14.79
207190;0;1.55
207250;0;2.99
207320;0;11.99
207350;0;15.99
207420;0;2.99
207430;0;5.69
207490;0;9.99
207530;0;4.99
207570;0;4.99
207610;0;14.79
207650;0;9.99
207670;0;1.99
207690;0;14.99
207710;0;3.99
207730;0;3.99
207750;0;3.99
207790;0;9.99
207930;0;9.99
208110;0;9.75
208140;0;9.99
208200;0;9.99
208400;0;9.75
208460;0;13.99
208480;0;13.99
208520;0;14.99
208580;0;14.99
208600;0;14.99
208620;0;9.99
208630;0;9.99
208640;0;9.99
208650;0;19.99
208670;0;9.75
208710;0;9.99
208730;0;14.99
208750;0;14.79
209000;0;19.99
209060;0;14.99
209080;0;4.99
209120;0;4.99
209160;0;59.99
209190;0;8.99
209230;0;9.99
209270;0;9.99
209330;0;14.79
209360;0;3.99
209370;0;9.75
209390;0;9.75
209520;0;9.75
209540;0;19.5
209610;0;9.99
209630;0;19.99
209650;0;59.99
209670;0;18.99
209690;0;3.99
209730;0;0.74
209750;0;11.99
209790;0;9.99
209830;0;9.99
209850;0;1.99
209870;0;1.99
209950;0;9.75
210170;0;3.99
210230;0;16.79
210550;0;16.79
210770;0;14.79
210950;0;9.99
210970;0;36.99
211010;0;9.75
211050;0;24.5
211120;0;24.5
211160;0;14.99
211180;0;8.99
211200;0;0.99
211201;0;0.99
211202;0;0.99
211203;0;0.99
211204;0;0.99
211205;0;0.99
211206;0;0.99
211207;0;0.99
211208;0;0.99
211209;0;0.99
211260;0;9.75
211280;0;4.99
211340;0;14.79
211360;0;5.99
211400;0;11.99
211440;0;3.99
211580;0;4.99
211600;0;6.99
211740;0;6.99
211780;0;0.97
211800;0;3.99
211820;0;13.99
211900;0;4.87
211970;0;19.99
212010;0;7.99
212030;0;9.99
212050;0;14.79
212110;0;6.99
212480;0;19.99
212630;0;14.99
212680;0;9.99
212700;0;5.3
212780;0;9.75
213330;0;19.99
213350;0;14.99
213610;0;9.99
213670;0;29.99
214100;0;9.99
214150;0;9.75
214170;0;4.99
214250;0;3.74
214340;0;9.99
214360;0;7.99
214490;0;7.99
214510;0;19.99
214550;0;6.99
214560;0;6.99
214570;0;7.99
214590;0;7.99
214630;0;7.99
214700;0;4.99
214730;0;14.99
214770;0;14.79
214790;0;3.99
214830;0;9.99
214870;0;3.99
214910;0;9.99
214950;0;59.99
214970;0;7.99
215160;0;19.99
215390;0;36.99
215450;0;7.99
215470;0;7.99
215510;0;4.99
215530;0;4.99
215550;0;9.99
215630;0;9.99
215670;0;4.99
215690;0;14.99
215710;0;9.99
215770;0;4.99
215790;0;9.75
215930;0;8.79
216090;0;9.75
216130;0;8.19
216210;0;0.99
216260;0;19.99
216290;0;3.99
216670;0;6.99
216890;0;14.99
216910;0;14.99
216930;0;9.99
217100;0;5.89
217140;0;14.99
217200;0;14.99
217270;0;3.99
217290;0;9.75
217690;0;9.99
217790;0;9.99
217920;0;19.99
218020;0;4.99
218040;0;19.5
218060;0;13.99
218090;0;9.75
218410;0;12.49
218510;0;11.79
218620;0;9.99
218640;0;9.99
218660;0;5.99
218680;0;5.99
218700;0;13.99
218740;0;19.5
218760;0;8.49
218820;0;19.99
219070;0;4.99
219150;0;4.99
219190;0;10.79
219200;0;10.79
219640;0;22.99
219680;0;9.99
219740;0;8.19
219760;0;4.99
219780;0;19.99
219890;0;18.99
219910;0;19.99
219950;0;7.99
219990;0;24.99
220090;0;5.69
220160;0;19.99
220200;0;39.99
220240;0;39.99
220260;0;14.99
220420;0;16.79
220440;0;29.99
220460;0;4.99
